Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Armenia,Russia,1994,,84,,T-72,tank,84,?,1994; 1995; 1996,Second hand,Second-hand; illegal transfer,0.86,71.9,71.9
Armenia,Russia,2012,?,35,?,T-72M1,tank,0,,,Second hand,Designation uncertain (reported as 'battle tanks'); probably second-hand,1.04,36.4,0
Armenia,Russia,2014,,1,,T-90S,tank,1,,2016,New,Gift as price for Armenian tank crew coming 2nd place during Russian tank competition 2014,4,4,4
Armenia,Russia,2010,?,10,?,Tigr,APV,10,?,2011,New,Possibly for police,0.15,1.5,1.5
Armenia,Russia,2018,?,2,?,Tor-M1,mobile SAM system,2,?,2019,New,Tor-M2KM version,12.5,25,25
Armenia,Russia,2016,,200,?,Verba,portable SAM,200,?,2016; 2017,New,,0.09,18,18
Armenia,Slovakia,2004,,10,,Su-25,ground attack aircraft,10,?,2004,Second hand,Second-hand; SKK34 m ($8 m) deal; Su-25K version (incl 1 Su-25UBK),4.6,46,46
Armenia,Ukraine,2003,?,2,,L-39C Albatros,trainer aircraft,2,,2004,Second hand,Second-hand,1.8,3.6,3.6
Armenia,Ukraine,2009,?,4,?,L-39C Albatros,trainer aircraft,4,,2010; 2011,Second hand,Second-hand,1.8,7.2,7.2
Austria,Belgium,2015,,7,,Pandur-2,APC,7,,2015,Second hand,Second-hand; incl 1 ambulance version,0.14,0.98,0.98
Austria,Brazil,2023,?,4,?,C-390 Millennium,transport aircraft,0,,,New,EUR600 m deal; bought in cooperation with Netherlands; delivery planned from 2026/2027; selected 2023 but not yet ordered by end-2023,54,216,0
Austria,Canada,1981,,16,,aircraft engine,aircraft engine,16,?,1983; 1984; 1985,New,Pratt & Whitney Canada PT-6A-25A (750hp) turboprop; for 16 PC-7 trainer aircraft from Switzerland,0.35,5.6,5.6
Austria,Canada,1979,?,87,?,Centurion turret,tank turret,87,?,1980,Second hand,Second-hand; sold via West Germany; for use in fortifications,0.3,26.1,26.1
Austria,Czechoslovakia,1962,?,18,?,M-51 130mm,self-propelled MRL,18,?,1964,New,,0.4,7.2,7.2
Austria,Czechoslovakia,1955,,4,,Z-26 Trener,trainer aircraft,4,,1956,New,,0.1,0.4,0.4
Austria,France,1955,?,72,,AMX-13/75,light tank,72,?,1956; 1957,New,,0.9,64.8,64.8
Austria,France,1957,?,3,,AMX-13-CD,ARV,3,,1958,New,,0.25,0.75,0.75
Austria,France,1959,?,18,,CM-170 Magister,trainer aircraft,18,?,1959; 1960; 1961,New,Incl for combat role,1,18,18
Austria,France,1993,,500,?,Mistral,portable SAM,500,?,1993; 1994; 1995; 1996,New,Part of $129 m deal (incl EUR87 m for 63 or 76 launchers and 16 RAC radars; offsets $344 m),0.09,45,45
Austria,France,1964,?,2,,Palmier,air search radar,2,,1967,New,Designation uncertain,12.5,25,25
Austria,France,1995,,22,,RAC-3D,air search radar,22,?,1997; 1998; 1999,New,Part of $129 m deal (offsets $344 m); incl for use with Mistral SAM,4.76,104.72,104.72
Austria,France,1957,,6,?,SA-313B Alouette-2,light helicopter,6,?,1958,New,,0.7,4.2,4.2
Austria,France,1960,?,10,?,SA-313B Alouette-2,light helicopter,10,?,1961; 1963; 1965,New,,0.7,7,7
Austria,France,1973,,14,,SA-316B Alouette-3,light helicopter,14,?,1973; 1974,New,SA-319B version,0.9,12.6,12.6
Austria,France,1966,?,12,,SA-316B Alouette-3,light helicopter,12,?,1967,New,SE-3160 version,0.9,10.8,10.8
Austria,Germany,2004,,20,,Dingo-2,APC,20,?,2004; 2005,New,Mainly for use in peace-keeping operations,0.35,7,7
Austria,Germany,2005,?,15,,Dingo-2,APC,15,?,2006,New,Incl 12 NBC reconnaissance and 3 ambulance version,0.35,5.25,5.25
Austria,Germany,2013,,6,,Dingo-2,APC,6,?,2014,New,EUR10.5 m deal; ambulance version,0.35,2.1,2.1
Austria,Germany,2016,,18,,Dingo-2,APC,18,,2017,New,EUR20 m deal,0.35,6.3,6.3
Austria,Germany,2017,,40,,Dingo-2,APC,40,?,2018; 2019,New,EUR51-64 m deal,0.35,14,14
Austria,Germany,1996,,1500,?,HOT,anti-tank missile,1500,?,1997,New,For RJPZ-1 tank destroyers; HOT-2 version; Austrian designation PAL-4000,0.02,30,30
Austria,Germany,1996,,1000,?,HOT-3,anti-tank missile,1000,?,1998,New,For RJPz-1 tank destroyers,0.03,30,30
Austria,Germany,2005,?,30,?,IRIS-T,BVRAAM,30,?,2007,New,$12m deal; for Typhoon combat aircraft,0.2,6,6
Austria,Germany,2023,?,4,,IRIS-T SL,SAM system,0,,,New,Selected but not yet ordered by end-2023,25,100,0
Austria,Germany,2023,?,4,,IRIS-T SLM,SAM,0,,,New,Selected but not yet ordered by end-2023,0.4,1.6,0
Austria,Germany,2002,?,2,,Jaguar-1,tank destroyer,2,,2003,Second hand,Second-hand; 27 more for spare parts only,0.5,1,1
Austria,Germany,1995,?,3,,Jaguar-1,tank destroyer,3,,1995,Second hand,Second-hand,0.5,1.5,1.5
Austria,Germany,1996,,69,,Jaguar-1,tank destroyer,69,,1997,Second hand,Second-hand; $1.4 m deal; 18 more for spare parts only,0.5,34.5,34.5
Austria,Germany,2003,,15,,Typhoon Block-5,FGA aircraft,15,,2007; 2008; 2009,New,EUR1.7 b deal (original EUR1.95 b order for 18 reduced to 15 for lack of budget); Typhoon Block-5A (Tranche-1) version,47.5,712.5,712.5
Austria,Germany,1999,,112,?,vehicle engine,vehicle engine,112,?,2001; 2002; 2003; 2004; 2005,New,MTU-8V-199 (720hp) diesel engine; for 112 Ulan (ASCOD) IFV produced in Spain,0.11,12.32,12.32
Austria,Israel,2009,,150,,ORCWS,APC turret,150,?,2009; 2010; 2011; 2012; 2013,New,$25 m deal; for 150 LMV APV from Italy,0.05,7.5,7.5
Austria,Israel,2017,?,34,?,WS4 Panther,APC turret,34,?,2018; 2019; 2020,New,Produced in Austria; for Pandur EVO APCs,0.05,1.7,1.7
Austria,Italy,2021,,18,,AW169,helicopter,3,?,2022; 2023,New,EUR300 m deal; incl 6 AW169B and 12 AW169MA versions,4,72,12
Austria,Italy,2022,?,18,,AW169,helicopter,0,,,New,,4,72,0
Austria,Italy,1968,?,12,,Bell-206/OH-58,light helicopter,12,?,1969; 1970,New,AB-206A (Bell-206A) version,0.7,8.4,8.4
Austria,Italy,1982,?,1,,Bell-206/OH-58,light helicopter,1,,1983,New,AB-206A (Bell-206A) version,0.7,0.7,0.7
Austria,Italy,1978,,24,,Bell-212/UH-1N,helicopter,24,,1979; 1980,New,AB-212 version,3.7,88.8,88.8
Austria,Italy,1957,,5,,G-46,trainer aircraft,5,,1957,Second hand,Second-hand,0.13,0.64,0.64
Austria,Italy,2008,,150,,LMV,APV,150,?,2009; 2010; 2011; 2012; 2013,New,EUR104 m deal,0.15,22.5,22.5
Austria,Italy,2015,?,22,,LMV,APV,22,,2017,New,Austrian designation Husar,0.15,3.3,3.3
Austria,Italy,1958,?,1,,P-149D,light aircraft,1,,1958,New,From FRG production line,0.19,0.19,0.19
Austria,Italy,2005,,2,,RAT-31DL,air search radar,2,?,2007,New,EUR50 m ($61 m) deal,12.5,25,25
Austria,Italy,2014,,1,,RAT-31DL,air search radar,1,,2016,New,RAT-31DL/M version,12.5,12.5,12.5
Austria,Italy,2000,?,1,,RAT-31DL,air search radar,1,,2002,New,,12.5,12.5,12.5
Austria,Italy,2018,?,3,,RAT-31DL,air search radar,3,?,2020; 2021,New,,12.5,37.5,37.5
Austria,Italy,1977,,5,,RAT-31S,air search radar,5,?,1982; 1983,New,Part of 'Goldhaube' air surveillance network; incl 2 as part of mobile MRCS-403 system,12,60,60
Austria,Italy,1962,,26,,Bell-204B/UH-1B,helicopter,26,?,1963; 1964; 1965; 1966; 1967,New,AB-204B version,2.1,54.6,54.6
Austria,Jordan,2020,,3,,S-70 Black Hawk,transport helicopter,3,?,2021,Second hand,Second-hand; EUR60 m deal,2.9,8.7,8.7
Austria,Jordan,1986,?,2,,SA-316B Alouette-3,light helicopter,2,,1986,Second hand,Second-hand; modernized in Portugal before delivery,0.36,0.72,0.72
Austria,Netherlands,1996,,114,,Leopard-2A4,tank,114,,1997; 1998,Second hand,Second-hand; $236 m deal,1.6,182.4,182.4
Austria,Netherlands,1997,,2,?,M-578,ARV,2,?,1997,Second hand,Second-hand,0.14,0.29,0.29
Austria,Norway,1998,,1,,Bell-212/UH-1N,helicopter,1,,1998,Second hand,Second-hand,1.48,1.48,1.48
Austria,Spain,2000,,1,,CN-235,transport aircraft,1,,2000,New,2-year lease; CN-235-200 version,10,10,10
Austria,Sweden,1960,?,1,?,B-17A,bomber aircraft,1,?,1960,Second hand,Second-hand; for target-towing,0.52,0.52,0.52
Austria,Sweden,1989,,1000,?,RBS-56 Bill,anti-tank missile,1000,?,1989; 1990; 1991; 1992; 1993,New,SEK500m ($80 m) deal; Austrian designation PAL-2000,0.02,20,20
Austria,Sweden,1996,,2000,?,RBS-56B Bill-2,anti-tank missile,2000,?,1998; 1999; 2000; 2001,New,Austrian designation PAL-2000,0.03,60,60
Austria,Sweden,2016,,32,,BvS-10,APC,32,?,2019,New,EUR85 m deal; BvS-10 Mk-2B AUT version,0.25,8,8
Austria,Sweden,1961,,30,,J-29F,fighter aircraft,30,,1961; 1962,Second hand,Second-hand; reaction to violations of Austrian airspace by USA in 1958 and Soviet protests against US violations,1.25,37.56,37.56
Austria,Sweden,1985,,24,,J-35 Draken,fighter aircraft,24,,1988; 1989,Second hand but modernized,Second-hand J-35D version but modernized to J-35Ö (J-35OE) before delivery; SEK1.4 b ($161 m) deal (agreed offsets 130%; real offsets over 1000%),6.93,166.32,166.32
Austria,Sweden,1968,,20,,Saan-105XT,trainer/combat aircraft,20,,1970; 1971,New,Incl for combat role; Saab-105Ö version,5.8,116,116
Austria,Sweden,1969,,20,,Saan-105XT,trainer/combat aircraft,20,,1971; 1972,New,ASH500 m deal; incl for combat role; Saab-105Ö version; ordered as reaction to Soviet 1968 intervention in Czechoslovakia; originally produced for Pakistan but embargoed after 1971 India-Pakistan war and sold to Austria,5.8,116,116
Austria,Sweden,1963,?,24,,Saab-91 Safir,trainer aircraft,24,?,1964; 1965,New,Saab-91D version,0.17,4.08,4.08
Austria,Switzerland,2004,,12,,F-5E Tiger-2,FGA aircraft,12,?,2004; 2005,Second hand,Second-hand; EUR52 m 4-year lease; interim until new Eurofighter delivered,4.2,50.4,50.4
Austria,Switzerland,1959,?,76,,GAD-AOA,IFV turret,76,?,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969,New,For 76 4K-4FA-G2 IFV produced in Austria,0.1,7.6,7.6
Austria,Switzerland,1962,?,20,?,GDF 35mm,anti-aircraft gun,20,?,1963; 1964,New,Austrian designation M-65,0.75,15,15
Austria,Switzerland,1979,?,92,?,GDF 35mm,anti-aircraft gun,92,?,1980; 1981; 1982,New,GDF-002 version,0.75,69,69
Austria,Switzerland,1975,,12,,PC-6 Turbo Porter,light transport aircraft,12,?,1976,New,,0.8,9.6,9.6
Austria,Switzerland,1987,?,1,,PC-6 Turbo Porter,light transport aircraft,1,,1987,New,,0.8,0.8,0.8
Austria,Switzerland,1981,,6,,PC-7 Turbo Trainer,trainer aircraft,6,?,1983; 1984,New,,1.25,7.5,7.5
Austria,Switzerland,1982,?,4,,PC-7 Turbo Trainer,trainer aircraft,4,,1984,New,,1.25,5,5
Austria,Switzerland,1985,,6,,PC-7 Turbo Trainer,trainer aircraft,6,,1985,New,,1.25,7.5,7.5
Austria,Switzerland,1979,?,37,?,Skyguard,fire control radar,37,?,1979; 1980; 1981; 1982,New,For use with GDF-002 35mm AA guns; Austrian designation Feuerleitgert-75/79,5,185,185
Austria,Switzerland,2023,,7,,Skyguard,fire control radar,0,,,New,Part of EUR532 m deal; Skyguard-2 rebuilt to Skyguard-3 version; for use with GDF-009 35mm AA guns,5,35,0
Austria,Switzerland,1963,?,41,?,Super-Fledermaus,fire control radar,41,?,1964; 1965; 1966,New,For use with 82 GDF-001 and GDF-002 35mm anti-aircraft guns,3.5,143.5,143.5
Austria,United Kingdom,2002,,3,,C-130H Hercules,transport aircraft,3,,2003; 2004,Second hand but modernized,Second-hand; $36 m deal; C-130K version; modernized before delivery,18.48,55.44,55.44
Austria,United Kingdom,1956,,56,,Charioteer,tank destroyer,56,,1956,Second hand,Second-hand,0.36,20.16,20.16
Austria,United Kingdom,1994,,117,,M-109A1 155mm,self-propelled gun,67,,1994; 1995,Second hand,Second-hand; M-109A2 and M-109A3 version,0.44,51.48,29.48
Austria,United Kingdom,1996,?,5,?,MSTAR,ground surv radar,5,?,1997,New,,0.5,2.5,2.5
Austria,United Kingdom,1957,,6,?,S-55,helicopter,6,?,1957,New,Whirlwind HAR-3 version,1.2,7.2,7.2
Austria,United Kingdom,1969,?,2,,Skyvan,light transport aircraft,2,,1969,New,,2.5,5,5
Austria,United Kingdom,1956,?,9,,Vampire T-55,trainer aircraft,9,,1957,New,,2.25,20.25,20.25
Austria,United States,1992,,20,,AIM-9J/P Sidewinder,SRAAM,20,?,1998,New,AIM-9P version; for S-35O combat aircraft; acquired as reaction to 1991 Yugoslav-Slovenian war,0.09,1.8,1.8
Austria,United States,1975,?,12,,Bell-206/OH-58,light helicopter,12,?,1975; 1976,New,Bell-206A/OH-58B version,0.7,8.4,8.4
Austria,United States,1956,,1,,Bell-47/OH-13,light helicopter,1,,1956,New,Aid; Bell-47G-2 version,0.24,0.24,0.24
Austria,United States,1956,?,18,,Bell-47/OH-13,light helicopter,18,,1956; 1957,New,'MDAP' aid,0.24,4.32,4.32
Austria,United States,1984,,120,,Centurion turret,tank turret,120,?,1985; 1986,Second hand,Second-hand Centurion-5/2 version returned by Netherlands to USA (legal owner since tanks originally paid by US 'MDAP' aid) and sold to Austria; turrets used in fortifications (rest of tanks scrapped); $0.46 m deal,0.3,36,36
Austria,United States,1956,?,2,?,Cessna-180 Skywagon,light aircraft,2,?,1956,New,Cessna-182 version,0.18,0.36,0.36
Austria,United States,1959,?,6,,DHC-2 Beaver,light transport aircraft,6,,1959,Second hand,Second-hand; 'MDAP' aid,0.15,0.91,0.91
Austria,United States,1968,,100,?,J85,turbojet,100,?,1970; 1971; 1972,New,For 40 Saab-105XT (Saab-105Ö) trainer/combat aircraft from Sweden (incl spare engines,0.6,60,60
Austria,United States,1955,?,108,?,M-101A1 105mm,towed gun,108,?,1956; 1957,Second hand,Probably second-hand,0.18,19.44,19.44
Austria,United States,1972,?,38,,M-109 155mm,self-propelled gun,38,?,1973; 1974,New,,0.85,32.3,32.3
Austria,United States,1987,,18,,M-109A1 155mm,self-propelled gun,18,,1987; 1988,New,$18 m deal; M-109A2 version,1.1,19.8,19.8
Austria,United States,1995,,54,,M-109A5 155mm,self-propelled gun,54,?,1997; 1998,New,Deal worth $49 m; M-109A5 Plus version; Austrian designation M-109A5,1.25,67.5,67.5
Austria,United States,1957,?,24,?,M-114 155mm,towed gun,24,?,1958,Second hand,Probably second-hand,0.2,4.8,4.8
Austria,United States,1955,?,68,?,M-2 107mm,mortar,68,?,1956,Second hand,Probably second-hand,0.08,5.44,5.44
Austria,United States,1955,?,34,?,M-30 107mm,mortar,34,?,1956; 1957,New,,0.25,8.5,8.5
Austria,United States,1958,?,42,?,M-41 Walker Bulldog,light tank,42,?,1959; 1960,Second hand,Second-hand,0.44,18.48,18.48
Austria,United States,1956,?,16,,M-42 Duster,self-propelled AA gun,16,?,1956,New,Aid,1.2,19.2,19.2
Austria,United States,1965,,22,,M-42 Duster,self-propelled AA gun,22,?,1965,Second hand,Second-hand,0.48,10.56,10.56
Austria,United States,1956,?,153,?,M-47 Patton,tank,153,,1957,Second hand,Second-hand,0.42,64.26,64.26
Austria,United States,1955,?,24,?,M-59 155mm,towed gun,24,?,1956,Second hand,Second-hand; Austrian designation 15.5cm SFKM-2,0.3,7.2,7.2
Austria,United States,1962,?,120,,M-60A1 Patton-2,tank,120,,1962; 1963,New,,1.8,216,216
Austria,United States,1980,,50,,M-60A3 Patton-2,tank,50,,1983,New,,2.1,105,105
Austria,United States,1955,?,18,?,M-7 105mm,self-propelled gun,18,?,1956,Second hand,Second-hand; M-7B2 version,0.3,5.4,5.4
Austria,United States,1952,?,25,?,M-8 Greyhound,armoured car,25,?,1953,Second hand,Second-hand,0.08,1.9,1.9
Austria,United States,1977,?,35,,M-88,ARV,35,?,1978; 1979; 1980,New,M-88A1 version,1.5,52.5,52.5
Austria,United States,1957,?,30,,O-1/L-19 Bird Dog,light aircraft,30,,1957; 1958,New,Incl second-hand (but maximum few years old); 'MDAP' aid; L-19A (O-1A) version,0.09,2.7,2.7
Austria,United States,1969,,2,,S-65A/CH-53 Stallion,transport helicopter,2,,1970,New,S-65OE version,10,20,20
Austria,United States,2000,,9,,S-70 Black Hawk,transport helicopter,9,?,2002,New,$183 m deal (incl $47 import duties; offsets $394 m); incl for SAR; S-70A-42 version; option on 3 more not used,7.25,65.25,65.25
Austria,United States,1957,?,1,,PA-18 Super Cup,light aircraft,1,,1958,New,PA-18-95 version,0.06,0.06,0.06
Austria,United States,1956,?,5,,PA-18 Super Cup,light aircraft,5,,1957,New,,0.06,0.3,0.3
Austria,United States,1957,?,10,,T-6 Texan,trainer aircraft,10,,1957,Second hand,Second-hand; 'MDAP' aid,0.1,1,1
Austria,United States,1956,?,3,,TPS-1,air search radar,3,?,1957,Second hand,Second-hand; bought after US violations of Austrian air space in 1956 Suez crisis,1,3,3
Austria,United States,1958,?,3,,TPS-1,air search radar,3,?,1959,New,Designation uncertain,2.5,7.5,7.5
Austria,United States,2023,?,8,?,V2500,turbofan,0,,,New,For 4 C-390 transport aircraft from Brazil,3,24,0
Austria,United States,1986,,120,?,vehicle engine,vehicle engine,120,?,1988; 1989,New,AVDS-1790-2CA diesel engine; for modernization of 120 M-160A1 to M-60A3 version,0.16,19.2,19.2
Austria,Soviet Union,1955,?,29,,M-38 120mm,mortar,29,?,1956,Second hand,Second-hand,0.1,2.9,2.9
Austria,Soviet Union,1955,?,25,?,T-34-85,tank,25,?,1955,Second hand,Second-hand,0.38,9.5,9.5
Austria,Soviet Union,1955,,4,,Yak-11,trainer aircraft,4,,1955,New,Aid,0.3,1.2,1.2
Austria,Soviet Union,1955,,4,,Yak-18,trainer aircraft,4,,1955,New,Aid,0.1,0.4,0.4
African Union**,Canada,2004,?,105,,Piranha,APC,105,,2005,Second hand,Second-hand; loan; for use by AU/AMIS peacekeeping forces in Darfur (Sudan); Grizzly and Husky version,0.12,12.6,12.6
African Union**,Egypt,2019,?,10,,Fahd,APC,10,?,2019,New,For Burundi forces with African Union Mission in Somalia (AMISOM),0.25,2.5,2.5
African Union**,Israel,2017,,3,,Aerostar,UAV,3,?,2018,New,For use by AU peacekeeping forces in Somalia; financed by USA,0.1,0.3,0.3
African Union**,South Africa,2007,?,68,?,Casspir,APC,68,,2008,Second hand but modernized,Second-hand but modernized before delivery; for peacekeeping mission in Sudan,0.13,8.98,8.98
African Union**,South Africa,2008,?,10,,Casspir,APC,10,,2008,Second hand,Second-hand; for peacekeeping mission in Burundi,0.08,0.8,0.8
African Union**,South Africa,2012,?,7,,Casspir,APC,7,?,2013,New,Possibly second-hand; for AU peacekeeping operations in Somalia,0.2,1.4,1.4
African Union**,South Africa,2005,?,60,?,Mamba,APC/APV,60,,2006,New,For use by AU/AMIS peacekeeping forces in Darfur (Sudan); Mamba-3 version,0.15,9,9
African Union**,South Africa,2012,?,2,,Mamba,APC/APV,2,,2013,New,For use by AU peacekeeping forces in Somalia,0.15,0.3,0.3
African Union**,South Africa,2021,?,24,,Puma M-36,APC,24,,2022,New,For AU peacekeeping forces in Somalia (ATMIS); financed by aid from USA,0.3,7.2,7.2
African Union**,United States,2015,?,20,,M-ATV,APV,20,,2015,Second hand,Second-hand; aid,0.1,2,2
African Union**,unknown supplier(s),2004,,15,,Mi-17,transport helicopter,15,?,2005,Second hand,Leased from and operated by civilian company for transport of AU/AMIS peacekeeping forces in Darfur (Sudan); financed by Canada,2.9,43.5,43.5
Australia,Austria,2016,,6,,Camcopter S-100,UAV,6,?,2017; 2018,New,AUD16 m ($12 m) 'Navy Minor Project 1942' 3-year lease (extended 2021 for 3 more years),0.2,1.2,1.2
Australia,Austria,2018,,8,,DA40,light aircraft,8,,2019,New,DA40NG version; for training; incl 6 from Canadian production line,0.15,1.2,1.2
Australia,Canada,2015,?,49,?,aircraft engine,aircraft engine,49,?,2017; 2018; 2019,New,Pratt & Whitney Canada PT-6A-68B (1600hp) turboprop; for 49 PC-21 trainer aircraft from Switzerland,0.5,24.5,24.5
Australia,Canada,1986,,67,?,aircraft engine,aircraft engine,67,?,1987; 1988; 1989; 1990; 1991,New,Pratt & Whitney Canada PT-6A-6c (950hp) turboprop; for 67 PC-9 trainer aircraft from Switzerland,0.35,23.45,23.45
Australia,Canada,2017,,3,,Alpha Jet,trainer/combat aircraft,3,,2017,Second hand,Second-hand; 2-year lease; owned and operated by Canadian company for training of Australian armed forces,3.6,10.8,10.8
Australia,Canada,2018,,3,,AW139,helicopter,3,,2019,Second hand,Second-hand; for Australian company for lease for SAR to Australian air force,2.4,7.2,7.2
Australia,Canada,1983,,2,,Boeing-707,transport aircraft,2,,1983,Second hand,Second-hand; $8 m deal,17.8,35.6,35.6
Australia,Canada,1955,?,5,,DHC-2 Beaver,light transport aircraft,5,?,1955; 1957; 1960; 1961,New,,0.38,1.9,1.9
Australia,Canada,1953,?,2,,DHC-3 Otter,light transport aircraft,2,?,1953,New,,0.8,1.6,1.6
